name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date
HD 109271 b,182,17.162 Earths,8.04,2013
HD 109271 c,182,24.154 Earths,8.04,2013
HD 108236 d,211,6.98 Earths,9.25,2020
HD 108236 e,211,9.71 Earths,9.25,2020
HD 108236 f,211,4.72 Earths,9.25,2021
HD 108341 b,160,3.5 Jupiters,9.38,2014
HD 108863 b,537,2.414 Jupiters,7.71,2011
HD 108874 b,194,1.42 Jupiters,8.76,2002
HD 108874 c,194,0.99 Jupiters,8.76,2005
HD 109246 b,221,0.86 Jupiters,8.751,2010
HD 109271 b,182,17.162 Earths,8.04,2013
HD 109271 c,182,24.154 Earths,8.04,2013
HD 108236 d,211,6.98 Earths,9.25,2020
HD 108236 e,211,9.71 Earths,9.25,2020
HD 108236 f,211,4.72 Earths,9.25,2021
HD 108341 b,160,3.5 Jupiters,9.38,2014
HD 108863 b,537,2.414 Jupiters,7.71,2011
HD 108874 b,194,1.42 Jupiters,8.76,2002
HD 108874 c,194,0.99 Jupiters,8.76,2005
HD 109246 b,221,0.86 Jupiters,8.751,2010
HD 109271 b,182,17.162 Earths,8.04,2013
HD 109271 c,182,24.154 Earths,8.04,2013
HD 108236 d,211,6.98 Earths,9.25,2020
HD 108236 e,211,9.71 Earths,9.25,2020
HD 108236 f,211,4.72 Earths,9.25,2021
HD 108341 b,160,3.5 Jupiters,9.38,2014
HD 108863 b,537,2.414 Jupiters,7.71,2011
HD 108874 b,194,1.42 Jupiters,8.76,2002
HD 108874 c,194,0.99 Jupiters,8.76,2005
HD 109246 b,221,0.86 Jupiters,8.751,2010
HD 109271 b,182,17.162 Earths,8.04,2013
HD 109271 c,182,24.154 Earths,8.04,2013
HD 109749 b,206,0.27 Jupiters,8.08,2005
HD 110014 b,329,11.09 Jupiters,4.64597,2009
HD 110082 b,343,10.3 Earths,9.23,2021
HD 110113 b,347,4.55 Earths,10.09,2021
HD 110113 c,347,10.5 Earths,10.09,2021
HD 111232 b,94,7.14 Jupiters,7.59,2003
HD 111591 b,372,4.4 Jupiters,6.417,2017
HD 111998 b,108,4.51 Jupiters,6.11006,2016
HD 112640 b,1055,5 Jupiters,6.53649,2020
HD 113337 b,118,2.83 Jupiters,6.02078,2013
HD 109749 b,206,0.27 Jupiters,8.08,2005
HD 110014 b,329,11.09 Jupiters,4.64597,2009
HD 110082 b,343,10.3 Earths,9.23,2021
HD 110113 b,347,4.55 Earths,10.09,2021
HD 110113 c,347,10.5 Earths,10.09,2021
HD 111232 b,94,7.14 Jupiters,7.59,2003
HD 111591 b,372,4.4 Jupiters,6.417,2017
HD 111998 b,108,4.51 Jupiters,6.11006,2016
HD 112640 b,1055,5 Jupiters,6.53649,2020
HD 113337 b,118,2.83 Jupiters,6.02078,2013
HD 109749 b,206,0.27 Jupiters,8.08,2005
HD 110014 b,329,11.09 Jupiters,4.64597,2009
HD 110082 b,343,10.3 Earths,9.23,2021
HD 110113 b,347,4.55 Earths,10.09,2021
HD 110113 c,347,10.5 Earths,10.09,2021
HD 111232 b,94,7.14 Jupiters,7.59,2003
HD 111591 b,372,4.4 Jupiters,6.417,2017
HD 111998 b,108,4.51 Jupiters,6.11006,2016
HD 112640 b,1055,5 Jupiters,6.53649,2020
HD 113337 b,118,2.83 Jupiters,6.02078,2013
HD 109749 b,206,0.27 Jupiters,8.08,2005
HD 110014 b,329,11.09 Jupiters,4.64597,2009
HD 110082 b,343,10.3 Earths,9.23,2021
HD 110113 b,347,4.55 Earths,10.09,2021
HD 110113 c,347,10.5 Earths,10.09,2021
HD 111232 b,94,7.14 Jupiters,7.59,2003
HD 111591 b,372,4.4 Jupiters,6.417,2017
HD 111998 b,108,4.51 Jupiters,6.11006,2016
HD 112640 b,1055,5 Jupiters,6.53649,2020
HD 113337 b,118,2.83 Jupiters,6.02078,2013
HD 113538 b,53,0.36 Jupiters,9.05,2010
HD 113538 c,53,0.93 Jupiters,9.05,2010
HD 113996 b,379,6.3 Jupiters,4.77044,2017
HD 114386 b,91,1.14 Jupiters,8.73,2003
HD 114613 b,66,0.357 Jupiters,4.85,2014
HD 114729 b,123,0.825 Jupiters,6.68,2002
HD 114762 b,131,10.69 Jupiters,7.3,1989
HD 114783 b,69,1.1 Jupiters,7.56,2001
HD 114783 c,69,0.611 Jupiters,7.56,2018
HD 11506 b,167,4.83 Jupiters,7.51,2007
HD 113538 b,53,0.36 Jupiters,9.05,2010
HD 113538 c,53,0.93 Jupiters,9.05,2010
HD 113996 b,379,6.3 Jupiters,4.77044,2017
HD 114386 b,91,1.14 Jupiters,8.73,2003
HD 114613 b,66,0.357 Jupiters,4.85,2014
HD 114729 b,123,0.825 Jupiters,6.68,2002
HD 114762 b,131,10.69 Jupiters,7.3,1989
HD 114783 b,69,1.1 Jupiters,7.56,2001
HD 114783 c,69,0.611 Jupiters,7.56,2018
HD 11506 b,167,4.83 Jupiters,7.51,2007
HD 120084 b,336,4.5 Jupiters,5.90686,2013
HD 121504 b,136,1.51 Jupiters,7.54,2003
HD 124330 b,196,0.75 Jupiters,7.88,2021
HD 12484 b,158,2.98 Jupiters,8.18,2016
HD 125390 b,501,22.16 Jupiters,8.21,2019
HD 125595 b,92,6.3566 Earths,9.03,2009
HD 125612 b,188,3.1 Jupiters,8.31,2007
HD 125612 c,188,17.48065 Earths,8.31,2009
HD 125612 d,188,7.28 Jupiters,8.31,2009
HD 12648 b,594,1.96 Jupiters,6.98656,2015
HD 120084 b,336,4.5 Jupiters,5.90686,2013
HD 121504 b,136,1.51 Jupiters,7.54,2003
HD 124330 b,196,0.75 Jupiters,7.88,2021
HD 12484 b,158,2.98 Jupiters,8.18,2016
HD 125390 b,501,22.16 Jupiters,8.21,2019
HD 125595 b,92,6.3566 Earths,9.03,2009
HD 125612 b,188,3.1 Jupiters,8.31,2007
HD 125612 c,188,17.48065 Earths,8.31,2009
HD 125612 d,188,7.28 Jupiters,8.31,2009
HD 12648 b,594,1.96 Jupiters,6.98656,2015
HD 120084 b,336,4.5 Jupiters,5.90686,2013
HD 121504 b,136,1.51 Jupiters,7.54,2003
HD 124330 b,196,0.75 Jupiters,7.88,2021
HD 12484 b,158,2.98 Jupiters,8.18,2016
HD 125390 b,501,22.16 Jupiters,8.21,2019
HD 125595 b,92,6.3566 Earths,9.03,2009
HD 125612 b,188,3.1 Jupiters,8.31,2007
HD 125612 c,188,17.48065 Earths,8.31,2009
HD 125612 d,188,7.28 Jupiters,8.31,2009
HD 12648 b,594,1.96 Jupiters,6.98656,2015
HD 120084 b,336,4.5 Jupiters,5.90686,2013
HD 121504 b,136,1.51 Jupiters,7.54,2003
HD 124330 b,196,0.75 Jupiters,7.88,2021
HD 12484 b,158,2.98 Jupiters,8.18,2016
HD 125390 b,501,22.16 Jupiters,8.21,2019
HD 125595 b,92,6.3566 Earths,9.03,2009
HD 125612 b,188,3.1 Jupiters,8.31,2007
HD 125612 c,188,17.48065 Earths,8.31,2009
HD 125612 d,188,7.28 Jupiters,8.31,2009
HD 12648 b,594,1.96 Jupiters,6.98656,2015
HD 126525 b,123,0.237 Jupiters,7.85,2018
HD 126614 b,238,0.41 Jupiters,8.81,2009
HD 12661 b,123,2.43 Jupiters,7.43,2000
HD 12661 c,123,1.812 Jupiters,7.43,2002
HD 128311 b,53,1.769 Jupiters,7.48,2002
HD 128311 c,53,3.789 Jupiters,7.48,2005
HD 128356 b,85,0.89 Jupiters,8.2411,2016
HD 129445 b,220,1.6 Jupiters,8.8,2009
HD 130322 b,104,1.15 Jupiters,8.04,1999
HD 131496 b,430,1.8 Jupiters,7.8,2011
HD 131664 b,172,19.12 Jupiters,8.13,2008
HD 13167 b,486,3.31 Jupiters,8.34,2018
HD 13189 b,1624,10.95 Jupiters,7.57,2005
HD 132406 b,231,5.38 Jupiters,8.45,2007
HD 132563 b,343,1.49 Jupiters,8.928001,2011
HD 133131 A b,168,1.42 Jupiters,7.66,2016
HD 133131 A c,168,0.42 Jupiters,7.66,2016
HD 133131 B b,167,2.5 Jupiters,8.413,2016
HD 134060 b,78,10.1 Earths,6.29,2019
HD 134060 c,78,29.29 Earths,6.29,2019
HD 131664 b,172,19.12 Jupiters,8.13,2008
HD 13167 b,486,3.31 Jupiters,8.34,2018
HD 13189 b,1624,10.95 Jupiters,7.57,2005
HD 132406 b,231,5.38 Jupiters,8.45,2007
HD 132563 b,343,1.49 Jupiters,8.928001,2011
HD 133131 A b,168,1.42 Jupiters,7.66,2016
HD 133131 A c,168,0.42 Jupiters,7.66,2016
HD 133131 B b,167,2.5 Jupiters,8.413,2016
HD 134060 b,78,10.1 Earths,6.29,2019
HD 134060 c,78,29.29 Earths,6.29,2019
HD 131664 b,172,19.12 Jupiters,8.13,2008
HD 13167 b,486,3.31 Jupiters,8.34,2018
HD 13189 b,1624,10.95 Jupiters,7.57,2005
HD 132406 b,231,5.38 Jupiters,8.45,2007
HD 132563 b,343,1.49 Jupiters,8.928001,2011
HD 133131 A b,168,1.42 Jupiters,7.66,2016
HD 133131 A c,168,0.42 Jupiters,7.66,2016
HD 133131 B b,167,2.5 Jupiters,8.413,2016
HD 134060 b,78,10.1 Earths,6.29,2019
HD 134060 c,78,29.29 Earths,6.29,2019
HD 131664 b,172,19.12 Jupiters,8.13,2008
HD 13167 b,486,3.31 Jupiters,8.34,2018
HD 13189 b,1624,10.95 Jupiters,7.57,2005
HD 132406 b,231,5.38 Jupiters,8.45,2007
HD 132563 b,343,1.49 Jupiters,8.928001,2011
HD 133131 A b,168,1.42 Jupiters,7.66,2016
HD 133131 A c,168,0.42 Jupiters,7.66,2016
HD 133131 B b,167,2.5 Jupiters,8.413,2016
HD 134060 b,78,10.1 Earths,6.29,2019
HD 134060 c,78,29.29 Earths,6.29,2019
HD 134987 b,85,1.61 Jupiters,6.47,1999
HD 134987 c,85,0.82 Jupiters,6.47,2009
HD 136352 b,48,4.62 Earths,5.65,2019
HD 136352 c,48,11.29 Earths,5.65,2019
HD 136352 d,48,10.5 Earths,5.65,2019
HD 136418 b,343,2.14 Jupiters,7.849,2009
HD 136925 b,156,0.84 Jupiters,7.91433,2021
HD 137388 b,132,0.2 Jupiters,8.71,2011
HD 13808 b,92,11.2 Earths,8.36,2021
HD 13808 c,92,9.96 Earths,8.36,2021
HD 13908 b,259,0.865 Jupiters,7.52,2013
HD 13908 c,259,5.13 Jupiters,7.52,2013
HD 13931 b,155,2.2 Jupiters,7.61,2009
HD 139357 b,366,9.76 Jupiters,5.97272,2008
HD 1397 b,260,0.415 Jupiters,7.79,2018
HD 14067 b,463,7.8 Jupiters,6.53329,2014
HD 141004 b,39,13.63484 Earths,4.4154,2021
HD 141399 b,121,0.451 Jupiters,7.20856,2014
HD 141399 c,121,1.33 Jupiters,7.20856,2014
HD 141399 d,121,1.18 Jupiters,7.20856,2014
HD 13908 b,259,0.865 Jupiters,7.52,2013
HD 13908 c,259,5.13 Jupiters,7.52,2013
HD 13931 b,155,2.2 Jupiters,7.61,2009
HD 139357 b,366,9.76 Jupiters,5.97272,2008
HD 1397 b,260,0.415 Jupiters,7.79,2018
HD 14067 b,463,7.8 Jupiters,6.53329,2014
HD 141004 b,39,13.63484 Earths,4.4154,2021
HD 141399 b,121,0.451 Jupiters,7.20856,2014
HD 141399 c,121,1.33 Jupiters,7.20856,2014
HD 141399 d,121,1.18 Jupiters,7.20856,2014
HD 13908 b,259,0.865 Jupiters,7.52,2013
HD 13908 c,259,5.13 Jupiters,7.52,2013
HD 13931 b,155,2.2 Jupiters,7.61,2009
HD 139357 b,366,9.76 Jupiters,5.97272,2008
HD 1397 b,260,0.415 Jupiters,7.79,2018
HD 14067 b,463,7.8 Jupiters,6.53329,2014
HD 141004 b,39,13.63484 Earths,4.4154,2021
HD 141399 b,121,0.451 Jupiters,7.20856,2014
HD 141399 c,121,1.33 Jupiters,7.20856,2014
HD 141399 d,121,1.18 Jupiters,7.20856,2014
HD 13908 b,259,0.865 Jupiters,7.52,2013
HD 13908 c,259,5.13 Jupiters,7.52,2013
HD 13931 b,155,2.2 Jupiters,7.61,2009
HD 139357 b,366,9.76 Jupiters,5.97272,2008
HD 1397 b,260,0.415 Jupiters,7.79,2018
HD 14067 b,463,7.8 Jupiters,6.53329,2014
HD 141004 b,39,13.63484 Earths,4.4154,2021
HD 141399 b,121,0.451 Jupiters,7.20856,2014
HD 141399 c,121,1.33 Jupiters,7.20856,2014
HD 141399 d,121,1.18 Jupiters,7.20856,2014
HD 141399 e,121,0.66 Jupiters,7.20856,2014
HD 141937 b,109,9.69 Jupiters,7.25,2002
HD 142022 A b,112,4.44 Jupiters,7.7,2005
HD 142245 b,317,3.07 Jupiters,7.46,2011
HD 142415 b,116,1.67 Jupiters,7.33,2003
HD 142 b,85,1.25 Jupiters,5.7,2001
HD 142 c,85,5.3 Jupiters,5.7,2012
HD 143105 b,153,1.21 Jupiters,6.77005,2016
HD 143361 b,223,3.532 Jupiters,9.2,2008
HD 145377 b,174,6.02 Jupiters,9.236,2008
HD 141399 e,121,0.66 Jupiters,7.20856,2014
HD 141937 b,109,9.69 Jupiters,7.25,2002
HD 142022 A b,112,4.44 Jupiters,7.7,2005
HD 142245 b,317,3.07 Jupiters,7.46,2011
HD 142415 b,116,1.67 Jupiters,7.33,2003
HD 142 b,85,1.25 Jupiters,5.7,2001
HD 142 c,85,5.3 Jupiters,5.7,2012
HD 143105 b,153,1.21 Jupiters,6.77005,2016
HD 143361 b,223,3.532 Jupiters,9.2,2008
HD 145377 b,174,6.02 Jupiters,9.236,2008
HD 147873 c,356,2.3 Jupiters,7.96,2016
HD 14787 b,389,1.121 Jupiters,7.63,2018
HD 148156 b,186,0.85 Jupiters,7.69,2009
HD 148164 b,252,1.23 Jupiters,8.23,2018
HD 148164 c,252,5.16 Jupiters,8.23,2018
HD 148427 b,233,1.3 Jupiters,6.90498,2009
HD 149026 b,247,0.38 Jupiters,8.15,2005
HD 149143 b,239,1.33 Jupiters,7.89,2005
HD 1502 b,623,2.75 Jupiters,8.36,2011
HD 150706 b,92,2.71 Jupiters,7.03,2012
HD 152079 b,287,2.661 Jupiters,9.18,2009
HD 152581 b,541,1.869 Jupiters,8.38,2011
HD 152843 b,352,11.56 Earths,8.855,2021
HD 152843 c,352,27.5 Earths,8.855,2021
HD 15337 b,146,7.51 Earths,9.1,2019
HD 15337 c,146,8.11 Earths,9.1,2019
HD 153950 b,158,2.95 Jupiters,7.39,2008
HD 154345 b,60,0.82 Jupiters,6.76,2006
HD 154672 b,206,5.37 Jupiters,8.21,2008
HD 154857 b,207,2.45 Jupiters,7.24,2004
HD 152079 b,287,2.661 Jupiters,9.18,2009
HD 152581 b,541,1.869 Jupiters,8.38,2011
HD 152843 b,352,11.56 Earths,8.855,2021
HD 152843 c,352,27.5 Earths,8.855,2021
HD 15337 b,146,7.51 Earths,9.1,2019
HD 15337 c,146,8.11 Earths,9.1,2019
HD 153950 b,158,2.95 Jupiters,7.39,2008
HD 154345 b,60,0.82 Jupiters,6.76,2006
HD 154672 b,206,5.37 Jupiters,8.21,2008
HD 154857 b,207,2.45 Jupiters,7.24,2004
HD 152079 b,287,2.661 Jupiters,9.18,2009
HD 152581 b,541,1.869 Jupiters,8.38,2011
HD 152843 b,352,11.56 Earths,8.855,2021
HD 152843 c,352,27.5 Earths,8.855,2021
HD 15337 b,146,7.51 Earths,9.1,2019
HD 15337 c,146,8.11 Earths,9.1,2019
HD 153950 b,158,2.95 Jupiters,7.39,2008
HD 154345 b,60,0.82 Jupiters,6.76,2006
HD 154672 b,206,5.37 Jupiters,8.21,2008
HD 154857 b,207,2.45 Jupiters,7.24,2004
HD 152079 b,287,2.661 Jupiters,9.18,2009
HD 152581 b,541,1.869 Jupiters,8.38,2011
HD 152843 b,352,11.56 Earths,8.855,2021
HD 152843 c,352,27.5 Earths,8.855,2021
HD 15337 b,146,7.51 Earths,9.1,2019
HD 15337 c,146,8.11 Earths,9.1,2019
HD 153950 b,158,2.95 Jupiters,7.39,2008
HD 154345 b,60,0.82 Jupiters,6.76,2006
HD 154672 b,206,5.37 Jupiters,8.21,2008
HD 154857 b,207,2.45 Jupiters,7.24,2004
HD 152079 b,287,2.661 Jupiters,9.18,2009
HD 152581 b,541,1.869 Jupiters,8.38,2011
HD 152843 b,352,11.56 Earths,8.855,2021
HD 152843 c,352,27.5 Earths,8.855,2021
HD 15337 b,146,7.51 Earths,9.1,2019
HD 15337 c,146,8.11 Earths,9.1,2019
HD 153950 b,158,2.95 Jupiters,7.39,2008
HD 154345 b,60,0.82 Jupiters,6.76,2006
HD 154672 b,206,5.37 Jupiters,8.21,2008
HD 154857 b,207,2.45 Jupiters,7.24,2004
HD 152079 b,287,2.661 Jupiters,9.18,2009
HD 152581 b,541,1.869 Jupiters,8.38,2011
HD 152843 b,352,11.56 Earths,8.855,2021
HD 152843 c,352,27.5 Earths,8.855,2021
HD 15337 b,146,7.51 Earths,9.1,2019
HD 15337 c,146,8.11 Earths,9.1,2019
HD 153950 b,158,2.95 Jupiters,7.39,2008
HD 154345 b,60,0.82 Jupiters,6.76,2006
HD 154672 b,206,5.37 Jupiters,8.21,2008
HD 154857 b,207,2.45 Jupiters,7.24,2004
HD 152079 b,287,2.661 Jupiters,9.18,2009
HD 152581 b,541,1.869 Jupiters,8.38,2011
HD 152843 b,352,11.56 Earths,8.855,2021
HD 152843 c,352,27.5 Earths,8.855,2021
HD 15337 b,146,7.51 Earths,9.1,2019
HD 15337 c,146,8.11 Earths,9.1,2019
HD 153950 b,158,2.95 Jupiters,7.39,2008
HD 154345 b,60,0.82 Jupiters,6.76,2006
HD 154672 b,206,5.37 Jupiters,8.21,2008
HD 154857 b,207,2.45 Jupiters,7.24,2004
HD 154857 c,207,2.58 Jupiters,7.24,2014
HD 155193 b,189,0.75 Jupiters,7.0092,2021
HD 155233 b,242,2.6 Jupiters,6.81,2015
HD 155358 b,142,0.99 Jupiters,7.28,2007
HD 155358 c,142,0.82 Jupiters,7.28,2007
HD 156279 b,118,9.88 Jupiters,8.07,2011
HD 156279 c,118,8.6 Jupiters,8.07,2018
HD 156411 b,185,0.74 Jupiters,6.67,2009
HD 156668 b,79,4.15 Earths,8.43,2010
HD 156668 c,79,31.4968 Earths,8.43,2021
HD 156846 b,156,10.67 Jupiters,6.5,2007
HD 158038 b,309,1.53 Jupiters,7.47,2011
HD 158259 b,88,2.22 Earths,6.47915,2020
HD 158259 c,88,5.6 Earths,6.47915,2020
HD 158259 d,88,5.41 Earths,6.47915,2020
HD 158259 e,88,6.08 Earths,6.47915,2020
HD 158259 f,88,6.14 Earths,6.47915,2020
HD 158996 b,925,14 Jupiters,5.72291,2018
HD 159243 b,239,1.13 Jupiters,8.65,2013
HD 159243 c,239,1.9 Jupiters,8.65,2013
HD 156846 b,156,10.67 Jupiters,6.5,2007
HD 158038 b,309,1.53 Jupiters,7.47,2011
HD 158259 b,88,2.22 Earths,6.47915,2020
HD 158259 c,88,5.6 Earths,6.47915,2020
HD 158259 d,88,5.41 Earths,6.47915,2020
HD 158259 e,88,6.08 Earths,6.47915,2020
HD 158259 f,88,6.14 Earths,6.47915,2020
HD 158996 b,925,14 Jupiters,5.72291,2018
HD 159243 b,239,1.13 Jupiters,8.65,2013
HD 159243 c,239,1.9 Jupiters,8.65,2013
HD 156846 b,156,10.67 Jupiters,6.5,2007
HD 158038 b,309,1.53 Jupiters,7.47,2011
HD 158259 b,88,2.22 Earths,6.47915,2020
HD 158259 c,88,5.6 Earths,6.47915,2020
HD 158259 d,88,5.41 Earths,6.47915,2020
HD 158259 e,88,6.08 Earths,6.47915,2020
HD 158259 f,88,6.14 Earths,6.47915,2020
HD 158996 b,925,14 Jupiters,5.72291,2018
HD 159243 b,239,1.13 Jupiters,8.65,2013
HD 159243 c,239,1.9 Jupiters,8.65,2013
HD 164922 e,72,10.52012 Earths,7.01227,2021
HD 165155 b,207,2.89 Jupiters,9.36,2016
HD 1666 b,385,6.43 Jupiters,8.17,2015
HD 166724 b,147,3.53 Jupiters,9.33,2012
HD 167042 b,162,1.7 Jupiters,5.98796,2007
HD 168009 b,76,9.53485 Earths,6.295,2021
HD 168443 b,129,7.659 Jupiters,6.92122,1998
HD 168443 c,129,17.193 Jupiters,6.92122,2000
HD 168746 b,136,0.27 Jupiters,7.95,2002
HD 1690 b,2455,8.79 Jupiters,9.19,2010
HD 164922 e,72,10.52012 Earths,7.01227,2021
HD 165155 b,207,2.89 Jupiters,9.36,2016
HD 1666 b,385,6.43 Jupiters,8.17,2015
HD 166724 b,147,3.53 Jupiters,9.33,2012
HD 167042 b,162,1.7 Jupiters,5.98796,2007
HD 168009 b,76,9.53485 Earths,6.295,2021
HD 168443 b,129,7.659 Jupiters,6.92122,1998
HD 168443 c,129,17.193 Jupiters,6.92122,2000
HD 168746 b,136,0.27 Jupiters,7.95,2002
HD 1690 b,2455,8.79 Jupiters,9.19,2010
HD 164922 e,72,10.52012 Earths,7.01227,2021
HD 165155 b,207,2.89 Jupiters,9.36,2016
HD 1666 b,385,6.43 Jupiters,8.17,2015
HD 166724 b,147,3.53 Jupiters,9.33,2012
HD 167042 b,162,1.7 Jupiters,5.98796,2007
HD 168009 b,76,9.53485 Earths,6.295,2021
HD 168443 b,129,7.659 Jupiters,6.92122,1998
HD 168443 c,129,17.193 Jupiters,6.92122,2000
HD 168746 b,136,0.27 Jupiters,7.95,2002
HD 1690 b,2455,8.79 Jupiters,9.19,2010
HD 175607 b,132,8.98 Earths,8.6,2015
HD 17674 b,145,0.87 Jupiters,7.535,2017
HD 176986 b,91,5.74 Earths,8.42,2017
HD 176986 c,91,9.18 Earths,8.42,2017
HD 177565 b,55,15.1 Earths,6.15,2017
HD 177830 b,205,1.69 Jupiters,7.18,1999
HD 177830 c,205,0.15 Jupiters,7.18,2010
HD 178911 B b,134,8.03 Jupiters,7.97,2001
HD 179079 b,227,25.74423 Earths,7.95,2008
HD 179949 b,90,0.916 Jupiters,6.25,2000
HD 175607 b,132,8.98 Earths,8.6,2015
HD 17674 b,145,0.87 Jupiters,7.535,2017
HD 176986 b,91,5.74 Earths,8.42,2017
HD 176986 c,91,9.18 Earths,8.42,2017
HD 177565 b,55,15.1 Earths,6.15,2017
HD 177830 b,205,1.69 Jupiters,7.18,1999
HD 177830 c,205,0.15 Jupiters,7.18,2010
HD 178911 B b,134,8.03 Jupiters,7.97,2001
HD 179079 b,227,25.74423 Earths,7.95,2008
HD 179949 b,90,0.916 Jupiters,6.25,2000
HD 175607 b,132,8.98 Earths,8.6,2015
HD 17674 b,145,0.87 Jupiters,7.535,2017
HD 176986 b,91,5.74 Earths,8.42,2017
HD 176986 c,91,9.18 Earths,8.42,2017
HD 177565 b,55,15.1 Earths,6.15,2017
HD 177830 b,205,1.69 Jupiters,7.18,1999
HD 177830 c,205,0.15 Jupiters,7.18,2010
HD 178911 B b,134,8.03 Jupiters,7.97,2001
HD 179079 b,227,25.74423 Earths,7.95,2008
HD 179949 b,90,0.916 Jupiters,6.25,2000
HD 175607 b,132,8.98 Earths,8.6,2015
HD 17674 b,145,0.87 Jupiters,7.535,2017
HD 176986 b,91,5.74 Earths,8.42,2017
HD 176986 c,91,9.18 Earths,8.42,2017
HD 177565 b,55,15.1 Earths,6.15,2017
HD 177830 b,205,1.69 Jupiters,7.18,1999
HD 177830 c,205,0.15 Jupiters,7.18,2010
HD 178911 B b,134,8.03 Jupiters,7.97,2001
HD 179079 b,227,25.74423 Earths,7.95,2008
HD 179949 b,90,0.916 Jupiters,6.25,2000
HD 175607 b,132,8.98 Earths,8.6,2015
HD 17674 b,145,0.87 Jupiters,7.535,2017
HD 176986 b,91,5.74 Earths,8.42,2017
HD 176986 c,91,9.18 Earths,8.42,2017
HD 177565 b,55,15.1 Earths,6.15,2017
HD 177830 b,205,1.69 Jupiters,7.18,1999
HD 177830 c,205,0.15 Jupiters,7.18,2010
HD 178911 B b,134,8.03 Jupiters,7.97,2001
HD 179079 b,227,25.74423 Earths,7.95,2008
HD 179949 b,90,0.916 Jupiters,6.25,2000
HD 175607 b,132,8.98 Earths,8.6,2015
HD 17674 b,145,0.87 Jupiters,7.535,2017
HD 176986 b,91,5.74 Earths,8.42,2017
HD 176986 c,91,9.18 Earths,8.42,2017
HD 177565 b,55,15.1 Earths,6.15,2017
HD 177830 b,205,1.69 Jupiters,7.18,1999
HD 177830 c,205,0.15 Jupiters,7.18,2010
HD 178911 B b,134,8.03 Jupiters,7.97,2001
HD 179079 b,227,25.74423 Earths,7.95,2008
HD 179949 b,90,0.916 Jupiters,6.25,2000
HD 180053 b,447,2.194 Jupiters,7.93,2018
HD 18015 b,404,3.18 Jupiters,7.89,2018
HD 180314 b,399,20.13 Jupiters,6.61519,2010
HD 180617 b,19,12.214 Earths,9.12,2018
HD 180902 b,341,1.685 Jupiters,7.78,2009
HD 181234 b,156,8.37 Jupiters,8.59,2019
HD 181342 b,393,2.54 Jupiters,7.55,2009
HD 181433 b,88,6.3566 Earths,8.4,2008
HD 181433 c,88,0.64 Jupiters,8.4,2008
HD 181433 d,88,0.54 Jupiters,8.4,2008
HD 180053 b,447,2.194 Jupiters,7.93,2018
HD 18015 b,404,3.18 Jupiters,7.89,2018
HD 180314 b,399,20.13 Jupiters,6.61519,2010
HD 180617 b,19,12.214 Earths,9.12,2018
HD 180902 b,341,1.685 Jupiters,7.78,2009
HD 181234 b,156,8.37 Jupiters,8.59,2019
HD 181342 b,393,2.54 Jupiters,7.55,2009
HD 181433 b,88,6.3566 Earths,8.4,2008
HD 181433 c,88,0.64 Jupiters,8.4,2008
HD 181433 d,88,0.54 Jupiters,8.4,2008
HD 181720 b,196,0.4 Jupiters,7.84,2009
HD 183263 b,177,3.95 Jupiters,7.86,2004
HD 183263 c,177,3.57 Jupiters,7.86,2008
HD 183579 b,187,19.7 Earths,8.67,2021
HD 185269 b,170,1.01 Jupiters,6.67973,2006
HD 187085 b,150,0.836 Jupiters,7.22,2006
HD 187123 b,150,0.523 Jupiters,7.83,1998
HD 187123 c,150,1.99 Jupiters,7.83,2008
HD 18742 b,531,3.4 Jupiters,7.81,2011
HD 188015 b,165,1.5 Jupiters,8.24,2004
HD 181720 b,196,0.4 Jupiters,7.84,2009
HD 183263 b,177,3.95 Jupiters,7.86,2004
HD 183263 c,177,3.57 Jupiters,7.86,2008
HD 183579 b,187,19.7 Earths,8.67,2021
HD 185269 b,170,1.01 Jupiters,6.67973,2006
HD 187085 b,150,0.836 Jupiters,7.22,2006
HD 187123 b,150,0.523 Jupiters,7.83,1998
HD 187123 c,150,1.99 Jupiters,7.83,2008
HD 18742 b,531,3.4 Jupiters,7.81,2011
HD 188015 b,165,1.5 Jupiters,8.24,2004
HD 189733 b,64,1.13 Jupiters,7.67,2005
HD 190007 b,41,16.46 Earths,7.46,2020
HD 190360 b,52,1.54 Jupiters,5.738,2003
HD 190360 c,52,19.069 Earths,5.738,2005
HD 190647 b,178,1.985 Jupiters,7.78,2007
HD 190984 b,483,3.1 Jupiters,8.76,2009
HD 191806 b,214,8.52 Jupiters,8.09,2016
HD 191939 b,175,11.6 Earths,8.97,2020
HD 191939 c,175,10.5 Earths,8.97,2020
HD 191939 d,175,10.1 Earths,8.97,2020
HD 189733 b,64,1.13 Jupiters,7.67,2005
HD 190007 b,41,16.46 Earths,7.46,2020
HD 190360 b,52,1.54 Jupiters,5.738,2003
HD 190360 c,52,19.069 Earths,5.738,2005
HD 190647 b,178,1.985 Jupiters,7.78,2007
HD 190984 b,483,3.1 Jupiters,8.76,2009
HD 191806 b,214,8.52 Jupiters,8.09,2016
HD 191939 b,175,11.6 Earths,8.97,2020
HD 191939 c,175,10.5 Earths,8.97,2020
HD 191939 d,175,10.1 Earths,8.97,2020
HD 20003 b,136,11.66 Earths,8.39,2019
